XX,08,22,XX,32,36,XX,XX,40,XX,43,51,XX,63,XX,XX,67,71,XX,73,75,XX,XX,XX,77,81,87,XX,08,XX,XX,XX,12,17,23,24,XX,XX,26,31,XX,43,50,XX,60,XX,75,79,80,XX,83,86,XX,XX,XX,06,XX,XX,22,24,27,29,XX,44,XX,XX,XX,XX,45,51,59,60,67,70,71,75,83,XX,XX,XX,XX,0846
05,XX,XX,10,25,32,XX,36,XX,38,42,48,51,XX,XX,72,XX,XX,XX,73,XX,XX,74,75,82,XX,87,XX,XX,11,XX,13,38,41,XX,42,47,50,55,XX,XX,XX,60,70,XX,71,XX,75,79,83,XX,XX,89,XX,03,06,XX,08,22,23,XX,XX,XX,29,54,70,XX,71,XX,73,XX,XX,77,81,83,XX,84,XX,XX,XX,86,0847
08,12,22,XX,XX,29,XX,35,XX,37,XX,41,XX,43,44,45,XX,XX,59,XX,XX,XX,XX,60,72,74,82,08,XX,XX,12,XX,20,22,38,XX,XX,51,XX,55,58,XX,61,XX,62,65,XX,66,XX,XX,67,69,83,XX,XX,03,08,XX,21,33,XX,XX,34,36,41,43,XX,XX,61,XX,67,XX,70,71,XX,XX,XX,75,XX,78,83,0848
02,08,XX,19,XX,XX,26,XX,30,32,36,XX,XX,49,XX,XX,53,59,XX,60,67,75,XX,82,87,XX,XX,22,XX,XX,XX,34,39,XX,44,53,56,XX,67,69,XX,72,76,XX,XX,XX,77,82,83,XX,86,XX,XX,87,XX,03,XX,XX,05,06,XX,08,09,XX,XX,12,13,XX,15,16,17,XX,19,27,XX,34,XX,63,71,XX,XX,0849
XX,02,XX,15,XX,XX,20,21,22,XX,XX,27,41,XX,XX,54,58,59,69,75,XX,XX,83,88,XX,XX,89,10,12,XX,16,21,XX,22,XX,XX,23,26,33,XX,XX,46,XX,54,XX,XX,55,58,XX,67,XX,XX,85,87,01,XX,XX,07,XX,11,17,XX,20,XX,25,33,37,XX,40,XX,XX,42,60,62,63,81,XX,XX,90,XX,XX,0850
11,XX,XX,12,22,XX,28,30,XX,XX,33,34,XX,47,XX,58,59,XX,73,XX,XX,74,75,XX,XX,81,87,06,XX,XX,14,22,25,35,XX,XX,XX,44,60,61,XX,XX,63,XX,68,72,74,80,XX,XX,XX,82,84,XX,07,XX,XX,08,14,XX,17,XX,22,XX,XX,26,29,XX,XX,30,35,37,XX,XX,XX,43,57,60,65,89,XX,0851
XX,XX,02,14,16,XX,XX,19,27,34,38,XX,XX,XX,44,45,XX,54,XX,XX,55,57,67,83,XX,90,XX,XX,01,XX,04,14,16,20,XX,XX,23,28,XX,XX,XX,29,35,36,XX,XX,39,41,43,46,XX,XX,53,XX,10,12,14,28,XX,XX,XX,39,XX,42,45,XX,XX,46,XX,48,XX,50,XX,57,75,XX,XX,77,86,88,XX,0852
16,XX,XX,XX,XX,20,33,36,37,43,46,50,XX,XX,XX,XX,51,57,XX,XX,60,XX,61,74,XX,76,78,10,XX,XX,16,XX,XX,23,25,28,29,32,XX,XX,XX,37,XX,47,50,59,XX,XX,63,XX,67,70,XX,71,07,09,12,XX,23,XX,25,XX,XX,XX,30,XX,35,XX,36,39,48,XX,XX,57,XX,XX,63,XX,67,84,89,0853
XX,01,XX,07,15,22,25,XX,XX,XX,XX,28,38,XX,42,XX,48,59,72,XX,74,XX,77,XX,81,84,XX,04,06,XX,08,XX,11,XX,XX,13,XX,24,25,51,XX,XX,56,XX,65,71,XX,82,XX,83,XX,89,90,XX,XX,01,10,XX,14,XX,18,XX,23,XX,30,XX,XX,34,38,XX,39,48,XX,XX,49,53,67,XX,86,XX,88,0854
03,XX,XX,XX,11,12,XX,27,28,48,XX,49,54,56,XX,63,XX,XX,68,XX,71,XX,78,XX,XX,79,84,06,XX,07,10,XX,XX,18,28,XX,30,33,XX,XX,XX,XX,36,38,45,XX,55,60,XX,XX,XX,61,74,75,XX,05,06,08,11,XX,XX,20,XX,XX,26,31,32,XX,34,XX,46,XX,XX,48,57,XX,58,68,XX,90,XX,0855
07,20,30,36,XX,39,XX,XX,XX,40,XX,44,XX,45,46,XX,XX,50,XX,55,59,75,XX,XX,XX,76,79,XX,01,04,16,XX,XX,XX,18,24,XX,30,36,37,50,71,XX,XX,XX,76,XX,XX,XX,77,82,XX,88,89,01,XX,06,XX,12,XX,22,XX,23,XX,XX,27,XX,28,33,39,49,XX,54,61,73,74,XX,75,XX,XX,XX,0856
XX,12,14,16,XX,XX,17,XX,28,XX,35,XX,39,42,51,75,XX,XX,77,78,XX,XX,79,XX,80,XX,88,XX,05,11,14,20,XX,22,XX,XX,26,XX,XX,30,43,70,XX,74,XX,76,XX,XX,81,85,XX,88,90,XX,XX,06,XX,09,11,XX,12,XX,15,38,XX,XX,39,62,68,XX,XX,69,XX,73,XX,76,78,81,XX,84,XX,0857
01,XX,05,XX,XX,13,XX,28,30,XX,XX,35,39,40,43,46,XX,XX,49,54,XX,60,XX,66,XX,68,XX,01,XX,XX,02,XX,03,04,XX,13,18,XX,19,XX,21,25,XX,XX,36,48,XX,55,XX,XX,56,58,83,XX,01,XX,04,XX,09,35,38,XX,XX,XX,XX,XX,39,45,51,56,60,XX,XX,XX,64,65,XX,XX,68,78,79,0858
XX,XX,07,14,19,22,27,XX,XX,XX,XX,44,48,57,XX,60,61,XX,77,XX,XX,85,87,XX,89,90,XX,03,XX,05,XX,XX,06,16,20,XX,21,22,28,XX,XX,30,XX,33,XX,39,41,XX,42,43,XX,XX,XX,65,XX,10,XX,12,13,XX,25,XX,27,XX,XX,29,31,XX,40,51,XX,60,XX,XX,62,63,67,XX,75,XX,86,0859
XX,01,XX,10,20,XX,26,XX,38,44,XX,45,XX,47,XX,54,XX,61,64,XX,69,81,86,XX,XX,XX,89,XX,XX,02,XX,15,23,27,XX,28,31,XX,XX,33,49,57,XX,59,XX,67,XX,XX,69,72,XX,79,82,XX,02,XX,05,XX,10,12,XX,XX,19,XX,25,27,XX,XX,XX,33,40,42,XX,54,56,66,67,XX,84,XX,XX,0860
13,XX,XX,14,XX,30,37,40,XX,XX,XX,42,XX,58,64,71,74,XX,XX,75,77,81,83,90,XX,XX,XX,XX,02,17,19,20,27,XX,XX,XX,29,32,34,XX,XX,45,XX,XX,46,XX,50,61,65,XX,XX,XX,73,85,XX,04,XX,XX,21,22,XX,33,41,XX,XX,44,46,XX,49,59,64,XX,71,75,81,XX,XX,XX,XX,88,89,0861
XX,XX,09,13,18,21,XX,XX,24,XX,XX,41,XX,48,XX,51,58,65,XX,75,76,85,XX,86,87,XX,XX,XX,02,XX,XX,XX,04,05,11,15,26,XX,33,34,44,51,XX,XX,XX,54,XX,60,XX,XX,XX,72,81,90,01,XX,XX,03,05,XX,12,15,XX,XX,XX,38,42,XX,46,63,XX,65,70,XX,74,76,XX,XX,85,XX,86,0862
07,XX,XX,XX,XX,14,18,19,23,24,XX,28,39,XX,40,51,XX,XX,XX,52,XX,53,65,XX,67,69,XX,05,XX,15,XX,XX,19,XX,25,29,39,48,XX,53,XX,56,XX,XX,73,XX,76,80,XX,83,85,XX,XX,88,XX,XX,11,XX,12,13,23,XX,24,29,32,38,43,XX,XX,51,XX,XX,62,75,XX,77,82,XX,XX,XX,89,0863
XX,02,XX,10,34,37,XX,XX,44,XX,45,XX,48,55,60,63,XX,XX,76,XX,XX,XX,82,XX,83,84,88,XX,XX,07,XX,XX,17,23,24,25,32,XX,34,37,XX,XX,XX,38,44,51,66,XX,71,82,89,XX,XX,XX,25,XX,XX,XX,26,28,38,43,XX,XX,XX,44,46,50,XX,53,XX,55,XX,64,65,XX,71,XX,80,84,XX,0864
XX,02,07,XX,XX,21,30,34,XX,XX,44,XX,XX,XX,48,50,57,63,XX,71,76,77,XX,88,XX,89,XX,01,02,08,XX,XX,XX,13,30,XX,41,XX,43,50,XX,53,56,XX,XX,XX,XX,XX,58,XX,59,63,66,67,01,XX,XX,07,08,20,XX,24,XX,26,XX,XX,27,XX,32,45,46,XX,XX,65,70,74,84,86,XX,XX,XX,0865
14,29,XX,40,XX,52,XX,56,XX,XX,59,XX,66,69,XX,74,76,XX,XX,79,81,XX,82,83,XX,XX,87,XX,XX,01,03,04,XX,10,24,XX,35,39,XX,XX,53,XX,XX,59,69,XX,XX,XX,71,XX,72,85,88,89,01,XX,XX,03,06,XX,23,24,XX,XX,XX,33,35,42,XX,46,XX,55,74,XX,82,85,XX,88,XX,89,XX,0866
XX,07,11,XX,XX,16,XX,30,48,50,XX,XX,56,XX,XX,60,64,65,71,XX,73,XX,75,79,81,XX,XX,01,03,XX,XX,05,XX,XX,08,12,13,18,XX,XX,21,XX,XX,33,45,XX,54,73,XX,75,XX,XX,80,88,XX,10,20,21,23,34,XX,XX,XX,35,36,XX,XX,XX,XX,38,59,60,64,65,XX,XX,69,74,83,XX,XX,0867
03,20,XX,XX,21,24,XX,XX,25,35,51,XX,XX,53,XX,57,XX,69,76,79,XX,84,86,XX,XX,XX,88,11,24,XX,25,XX,42,46,XX,XX,47,XX,50,52,XX,55,63,XX,XX,64,XX,68,73,XX,XX,XX,81,89,XX,02,14,XX,XX,20,27,37,XX,38,39,41,XX,46,XX,48,XX,XX,59,XX,XX,63,66,71,XX,77,XX,0868
03,XX,05,13,19,XX,XX,XX,33,XX,48,XX,XX,50,52,XX,54,55,XX,68,XX,XX,69,74,XX,87,89,02,10,XX,17,XX,XX,XX,20,21,32,33,XX,XX,XX,46,50,54,XX,65,XX,71,XX,82,83,90,XX,XX,01,XX,05,06,XX,28,29,XX,XX,33,XX,35,XX,38,XX,39,XX,45,54,69,XX,75,XX,XX,XX,83,87,0869
XX,02,XX,XX,03,27,36,53,XX,54,56,61,XX,66,XX,XX,69,XX,XX,XX,75,XX,76,80,XX,81,87,XX,01,09,12,13,36,XX,XX,XX,37,39,XX,52,XX,58,XX,XX,59,68,71,78,85,XX,XX,XX,XX,90,XX,07,13,XX,XX,14,20,XX,27,29,XX,33,37,XX,XX,52,XX,57,68,XX,69,XX,71,77,XX,90,XX,0870
XX,03,06,13,XX,16,20,XX,XX,XX,29,36,XX,XX,38,49,XX,55,XX,62,65,67,71,73,XX,XX,XX,XX,XX,08,11,XX,14,19,XX,20,XX,29,40,45,XX,XX,XX,47,51,XX,52,XX,XX,55,XX,67,73,75,06,11,12,XX,XX,XX,XX,28,48,XX,50,55,57,XX,64,XX,XX,72,77,79,XX,80,XX,XX,87,XX,88,0871
14,XX,16,XX,24,25,28,XX,XX,XX,31,33,XX,XX,XX,38,50,55,XX,XX,66,XX,72,82,87,88,XX,XX,24,XX,XX,XX,26,27,30,32,XX,XX,XX,51,53,54,56,62,XX,63,XX,XX,69,70,83,XX,XX,86,04,XX,08,XX,15,XX,20,27,XX,XX,29,45,XX,47,XX,55,56,XX,XX,67,XX,73,75,84,XX,88,XX,0872
03,04,XX,XX,06,XX,XX,11,22,31,XX,XX,XX,32,XX,34,41,54,58,65,XX,66,XX,77,XX,XX,78,XX,03,XX,13,XX,23,25,XX,28,XX,XX,30,52,55,60,XX,71,XX,72,74,76,87,XX,XX,XX,XX,88,XX,20,22,XX,24,26,XX,XX,29,XX,XX,30,33,49,63,XX,68,XX,71,74,XX,75,79,86,XX,XX,XX,0873
XX,09,12,13,XX,24,25,XX,XX,XX,XX,26,XX,27,28,29,37,XX,59,XX,70,76,XX,78,XX,XX,82,07,11,27,31,XX,XX,XX,33,XX,35,49,XX,XX,XX,62,68,75,XX,XX,XX,XX,76,79,80,XX,83,90,XX,XX,02,08,12,13,XX,24,XX,36,XX,XX,48,56,67,70,XX,XX,XX,XX,XX,77,XX,80,81,86,90,0874
07,XX,08,15,XX,16,17,XX,XX,20,XX,27,35,XX,36,42,XX,XX,XX,XX,43,46,67,XX,75,82,XX,01,02,04,09,13,XX,XX,XX,XX,17,24,XX,53,XX,XX,XX,57,63,64,XX,XX,66,XX,68,82,XX,88,XX,02,XX,09,33,39,46,XX,XX,50,53,XX,63,71,XX,XX,XX,72,XX,73,XX,XX,76,XX,86,88,90,0875
XX,06,XX,20,XX,XX,28,29,37,XX,38,XX,42,XX,45,XX,49,60,XX,61,XX,XX,XX,68,71,83,87,XX,XX,02,XX,10,XX,19,23,26,29,XX,35,XX,42,XX,XX,44,45,XX,50,XX,62,64,XX,68,XX,77,15,XX,XX,17,18,XX,23,XX,24,XX,30,XX,48,XX,XX,49,59,67,69,XX,71,72,XX,87,XX,XX,88,0876
XX,XX,03,15,21,XX,24,XX,27,XX,28,XX,31,36,XX,45,XX,66,XX,XX,68,72,73,75,XX,XX,77,02,XX,19,XX,XX,31,XX,34,36,XX,XX,XX,47,50,XX,51,56,60,70,XX,XX,73,76,XX,83,XX,85,13,XX,26,XX,XX,XX,40,49,50,XX,51,XX,57,59,66,XX,XX,67,XX,69,XX,73,76,XX,78,XX,79,0877
XX,05,06,XX,08,XX,12,14,XX,26,XX,38,XX,XX,42,XX,46,51,XX,59,62,XX,XX,XX,67,71,86,04,09,XX,11,XX,XX,14,XX,22,30,XX,31,XX,46,XX,58,69,XX,XX,72,XX,XX,76,86,87,XX,89,XX,XX,01,XX,05,15,18,31,XX,36,XX,37,XX,XX,38,58,XX,59,XX,XX,65,80,XX,XX,83,88,89,0878
XX,12,15,18,XX,32,XX,48,XX,XX,XX,XX,51,52,XX,54,55,56,58,63,XX,XX,72,XX,XX,88,89,XX,07,14,17,XX,19,30,XX,XX,35,XX,40,XX,XX,42,54,XX,57,66,XX,70,83,86,XX,XX,XX,89,02,XX,10,17,XX,20,XX,XX,25,26,30,33,44,50,XX,XX,XX,XX,XX,62,XX,67,68,73,XX,77,XX,0879
06,XX,20,25,36,XX,XX,43,XX,XX,XX,48,XX,49,50,60,XX,62,XX,XX,XX,72,76,80,XX,85,87,XX,15,16,XX,20,22,XX,XX,23,30,XX,XX,43,44,50,62,XX,XX,65,XX,69,74,XX,82,XX,87,XX,XX,XX,04,10,18,XX,XX,26,33,34,XX,44,XX,47,50,XX,XX,54,56,57,64,XX,65,XX,XX,XX,66,0880
04,23,XX,XX,XX,XX,25,47,50,51,52,XX,54,XX,59,63,XX,XX,XX,XX,65,XX,76,78,79,88,XX,03,07,11,XX,XX,XX,27,29,XX,30,XX,XX,31,36,XX,46,49,XX,XX,53,54,63,XX,XX,XX,84,85,06,XX,XX,07,15,18,21,XX,XX,31,XX,34,XX,35,XX,42,XX,49,51,XX,XX,52,60,62,72,XX,XX,0881
04,07,11,13,XX,XX,21,XX,XX,26,XX,XX,32,47,XX,50,XX,57,58,69,72,XX,XX,XX,76,90,XX,XX,XX,02,XX,03,06,XX,15,18,XX,20,XX,26,XX,XX,36,41,65,77,XX,XX,78,XX,83,87,89,XX,13,XX,XX,XX,20,33,38,XX,58,XX,XX,59,XX,60,67,XX,69,71,75,XX,76,XX,XX,80,88,90,XX,0882
XX,10,XX,11,XX,XX,12,17,19,22,24,XX,XX,XX,XX,29,34,42,45,52,XX,65,XX,72,XX,XX,89,XX,XX,02,XX,05,07,26,XX,31,33,XX,42,XX,45,XX,XX,56,61,XX,63,XX,69,XX,75,84,90,XX,04,XX,24,28,XX,XX,34,35,XX,XX,XX,37,63,64,65,XX,72,XX,XX,XX,75,76,78,84,XX,87,XX,0883
XX,02,XX,03,06,20,28,XX,XX,30,31,34,38,XX,39,XX,XX,XX,42,XX,XX,43,56,XX,79,XX,82,03,XX,XX,11,17,18,XX,20,XX,25,28,XX,29,35,37,XX,XX,XX,XX,49,50,XX,XX,55,59,77,XX,XX,XX,10,XX,22,31,35,XX,44,53,57,XX,XX,62,XX,63,64,XX,XX,68,73,75,76,XX,XX,XX,90,0884
XX,02,XX,XX,10,14,18,XX,20,21,32,XX,37,XX,XX,40,73,XX,XX,XX,79,80,86,87,XX,89,XX,13,16,19,XX,XX,XX,XX,23,25,XX,47,XX,50,56,60,XX,65,XX,67,74,XX,78,85,87,XX,XX,XX,12,XX,XX,20,32,XX,35,XX,41,XX,46,52,54,XX,XX,62,XX,65,XX,XX,74,75,76,XX,82,XX,84,0885
18,21,22,XX,XX,24,XX,27,XX,XX,XX,XX,29,48,XX,51,52,54,XX,57,61,XX,XX,65,XX,67,85,03,11,XX,XX,16,XX,17,XX,19,XX,20,XX,XX,28,33,46,XX,48,51,69,76,85,88,XX,XX,XX,XX,XX,XX,09,XX,14,XX,18,26,28,XX,XX,34,46,XX,47,49,54,XX,XX,59,XX,69,73,XX,74,88,XX,0886
XX,02,XX,03,XX,XX,06,11,14,25,34,XX,35,XX,XX,54,XX,60,XX,XX,71,75,XX,XX,84,86,88,03,XX,07,XX,XX,23,26,31,XX,XX,38,39,46,XX,XX,XX,47,63,XX,65,79,82,83,XX,XX,XX,89,11,XX,12,XX,13,XX,XX,20,34,XX,39,XX,XX,45,XX,46,48,58,63,69,72,XX,XX,XX,XX,79,86,0887
XX,06,11,XX,15,20,XX,21,XX,35,36,XX,38,XX,44,XX,XX,51,XX,53,55,80,XX,XX,XX,82,90,06,08,13,XX,XX,XX,19,XX,33,54,XX,XX,59,XX,61,64,69,XX,74,XX,76,XX,78,81,XX,XX,86,XX,XX,01,XX,XX,02,03,15,16,XX,27,XX,29,37,53,XX,63,XX,64,78,XX,XX,79,XX,89,XX,90,0888
XX,XX,01,07,10,18,21,XX,XX,28,XX,30,XX,44,55,XX,58,XX,XX,65,XX,67,XX,68,83,XX,87,04,XX,07,XX,XX,14,22,XX,33,XX,XX,38,XX,41,45,XX,58,61,68,72,73,XX,XX,74,85,XX,XX,XX,XX,XX,XX,02,07,10,18,24,XX,XX,25,33,XX,XX,34,36,58,64,XX,XX,66,XX,XX,71,76,88,0889
04,10,15,XX,XX,XX,XX,17,21,24,28,34,XX,XX,56,62,XX,XX,XX,69,XX,78,81,83,XX,XX,85,04,XX,09,XX,XX,14,15,XX,16,18,24,36,37,XX,XX,XX,XX,40,XX,XX,41,64,66,68,XX,XX,71,XX,XX,04,13,18,XX,27,36,XX,37,XX,XX,39,XX,55,60,XX,64,XX,68,XX,72,XX,78,84,85,XX,0890
XX,XX,06,07,XX,08,15,XX,36,XX,47,XX,53,58,60,XX,XX,64,68,XX,69,72,XX,XX,76,89,XX,XX,XX,28,XX,XX,34,45,47,52,XX,54,57,59,XX,XX,60,65,XX,66,XX,XX,68,XX,78,XX,82,84,XX,05,06,XX,XX,XX,16,19,22,XX,XX,26,XX,54,XX,57,64,69,70,71,XX,73,XX,XX,83,XX,86,0891
01,XX,XX,XX,04,09,XX,13,15,XX,XX,23,28,XX,32,35,49,XX,54,59,XX,66,80,XX,XX,XX,90,07,XX,XX,23,27,37,43,XX,XX,46,XX,XX,XX,XX,47,48,49,51,XX,63,66,XX,72,XX,XX,78,81,XX,07,XX,08,XX,XX,16,19,26,XX,27,XX,39,54,56,64,XX,XX,XX,XX,70,77,78,79,XX,88,XX,0892
10,XX,18,XX,XX,19,26,31,XX,XX,33,XX,37,55,67,71,XX,XX,XX,72,XX,XX,76,XX,86,87,89,02,03,XX,XX,10,XX,20,21,XX,42,44,XX,XX,49,55,XX,57,XX,XX,XX,61,64,XX,86,87,90,XX,01,04,09,XX,18,XX,XX,27,XX,30,37,XX,47,49,XX,62,XX,XX,XX,XX,63,64,XX,XX,76,79,87,0893
08,11,13,XX,16,19,XX,XX,XX,XX,20,28,29,XX,XX,33,51,XX,58,62,XX,63,84,88,XX,XX,XX,XX,01,03,XX,XX,XX,08,10,29,XX,38,49,51,XX,53,XX,XX,58,XX,59,60,XX,73,81,XX,88,XX,05,XX,XX,08,09,XX,10,15,XX,18,XX,XX,24,31,38,XX,40,XX,41,XX,XX,44,49,75,XX,80,XX,0894
09,11,XX,20,24,XX,XX,XX,26,39,45,46,49,XX,XX,60,XX,XX,64,XX,65,71,XX,XX,XX,72,74,09,XX,21,27,XX,38,XX,47,XX,XX,48,49,XX,XX,XX,56,57,60,62,73,79,XX,XX,XX,80,XX,82,03,XX,14,XX,XX,XX,16,19,21,31,35,XX,36,40,53,XX,XX,XX,60,XX,XX,XX,XX,74,76,77,84,0895
XX,XX,XX,04,06,XX,17,27,29,33,XX,XX,36,XX,37,40,45,XX,50,XX,XX,XX,59,75,XX,79,86,XX,06,07,XX,14,XX,20,XX,22,23,35,36,XX,XX,XX,XX,45,60,64,76,XX,XX,77,79,82,XX,XX,13,XX,18,XX,30,XX,34,35,XX,XX,41,47,XX,XX,50,57,XX,67,XX,73,XX,82,85,XX,XX,87,90,0896
04,12,XX,XX,XX,23,25,XX,34,XX,47,57,62,67,XX,XX,XX,68,XX,XX,75,XX,76,83,87,88,XX,07,09,17,XX,XX,XX,19,XX,22,25,XX,XX,32,54,XX,59,XX,68,71,75,76,XX,XX,79,80,XX,XX,18,20,XX,22,XX,31,33,XX,XX,XX,38,40,42,45,46,XX,XX,XX,53,64,XX,XX,XX,70,71,XX,80,0897
07,XX,15,32,38,XX,XX,XX,39,41,55,XX,58,65,67,XX,XX,XX,73,XX,74,75,XX,XX,XX,87,88,XX,10,XX,12,23,28,XX,29,XX,XX,37,XX,53,55,63,65,XX,XX,68,XX,69,XX,XX,77,XX,83,84,07,10,XX,12,14,23,XX,XX,XX,24,XX,25,29,XX,XX,XX,44,65,XX,70,XX,XX,71,73,XX,77,80,0898
03,12,XX,16,24,30,XX,XX,XX,35,39,44,46,XX,XX,58,XX,XX,63,68,70,XX,XX,XX,88,XX,89,04,05,08,XX,XX,XX,10,12,XX,18,28,30,32,39,XX,XX,XX,XX,43,XX,XX,51,64,XX,87,XX,88,XX,02,08,XX,22,XX,23,30,XX,35,XX,45,XX,49,53,54,XX,XX,56,57,XX,72,74,XX,88,XX,XX,0899
03,16,XX,18,20,XX,XX,XX,22,25,XX,27,30,XX,32,XX,35,XX,XX,XX,37,52,67,XX,XX,76,78,05,XX,XX,08,XX,11,XX,21,23,XX,27,31,34,36,XX,XX,40,XX,XX,48,56,XX,XX,65,XX,68,78,09,17,18,XX,XX,20,XX,XX,25,XX,XX,31,33,38,48,XX,63,XX,64,71,XX,75,77,XX,90,XX,XX,0900
XX,XX,11,17,XX,22,26,XX,31,42,XX,XX,XX,43,47,56,XX,57,XX,XX,58,73,80,87,XX,XX,88,13,XX,XX,XX,19,25,27,28,XX,XX,31,XX,XX,38,41,43,XX,56,58,XX,61,71,XX,XX,XX,81,89,XX,08,XX,13,22,XX,28,30,XX,XX,32,43,52,54,67,XX,XX,XX,68,70,XX,83,XX,XX,XX,85,88,0901
02,03,14,23,XX,31,XX,XX,XX,XX,32,36,45,51,57,XX,XX,XX,XX,67,75,77,XX,84,XX,90,XX,09,XX,14,26,34,XX,XX,37,XX,XX,50,XX,55,57,XX,XX,58,66,XX,75,77,84,XX,XX,XX,86,90,05,09,13,XX,14,XX,XX,18,XX,22,26,35,XX,XX,43,XX,XX,55,60,63,XX,65,XX,XX,66,XX,74,0902
XX,XX,22,XX,29,XX,33,42,44,47,XX,XX,52,56,XX,57,XX,62,64,66,82,XX,87,90,XX,XX,XX,02,12,14,XX,16,XX,30,XX,XX,XX,52,58,XX,63,69,79,XX,XX,81,XX,83,XX,XX,84,88,XX,90,XX,15,19,24,XX,25,XX,XX,34,XX,37,XX,40,46,XX,XX,47,58,65,66,72,XX,XX,83,84,XX,XX,0903
02,06,XX,27,38,39,XX,XX,XX,49,XX,52,54,XX,XX,XX,63,66,72,78,82,XX,84,XX,89,XX,XX,03,XX,12,XX,13,XX,XX,21,29,XX,30,XX,XX,42,XX,43,50,55,XX,63,73,XX,79,XX,86,XX,88,06,XX,XX,15,XX,22,26,XX,30,36,XX,47,XX,53,59,XX,60,XX,62,XX,63,70,XX,XX,XX,75,80,0904
14,33,35,38,45,XX,XX,XX,XX,XX,XX,46,XX,57,59,XX,62,64,XX,76,XX,XX,82,XX,83,85,89,XX,03,XX,10,16,26,32,XX,XX,43,49,XX,53,58,XX,XX,XX,65,XX,75,79,XX,82,85,90,XX,XX,07,08,10,XX,XX,14,XX,XX,18,XX,19,20,XX,28,33,XX,41,XX,59,XX,XX,61,70,XX,88,XX,90,0905
XX,05,09,XX,10,15,18,XX,XX,26,30,31,XX,42,XX,XX,43,XX,XX,60,73,74,XX,XX,75,77,XX,09,XX,25,27,XX,32,42,XX,XX,XX,44,XX,46,47,XX,XX,49,53,XX,59,83,XX,84,XX,88,XX,90,XX,XX,01,16,21,XX,XX,25,27,XX,28,45,XX,49,XX,50,53,XX,56,XX,60,XX,XX,63,XX,81,89,0906
XX,XX,02,03,05,10,16,XX,XX,XX,XX,26,XX,XX,32,52,63,69,75,XX,XX,76,81,XX,84,88,XX,05,34,41,XX,XX,XX,XX,47,48,56,XX,XX,58,69,XX,76,XX,77,XX,XX,83,84,85,87,XX,90,XX,XX,XX,14,18,27,28,XX,XX,30,XX,32,43,XX,47,XX,53,56,XX,58,71,77,XX,XX,XX,81,XX,82,0907
02,XX,07,12,26,XX,XX,XX,32,XX,XX,40,XX,43,44,XX,46,68,XX,69,76,77,XX,79,86,XX,XX,11,25,32,36,XX,XX,XX,37,XX,39,XX,43,XX,XX,XX,52,60,71,72,XX,XX,75,XX,78,XX,85,86,10,XX,19,24,XX,XX,XX,35,37,XX,51,XX,XX,XX,54,55,73,75,XX,76,XX,83,84,XX,85,86,XX,0908
XX,XX,01,16,XX,18,19,28,XX,XX,31,XX,XX,32,43,45,59,XX,XX,61,XX,62,77,XX,XX,80,83,XX,XX,06,08,19,26,XX,28,XX,29,39,43,52,XX,XX,XX,56,XX,XX,57,72,XX,XX,79,89,90,XX,12,XX,XX,XX,15,17,34,XX,39,XX,XX,XX,43,XX,48,57,60,69,70,72,XX,XX,XX,XX,78,80,81,0909
01,18,XX,XX,XX,20,XX,23,28,XX,XX,XX,31,46,XX,53,56,60,XX,67,XX,75,XX,XX,78,85,90,03,XX,XX,11,XX,13,25,XX,38,XX,39,XX,41,43,44,45,XX,XX,XX,51,XX,60,62,XX,XX,77,78,XX,04,06,12,XX,XX,XX,18,23,27,XX,32,XX,43,49,55,XX,XX,XX,XX,56,XX,63,72,XX,78,81,0910
08,XX,XX,XX,19,21,28,29,XX,33,35,XX,42,43,XX,56,XX,XX,XX,XX,XX,67,XX,69,72,76,81,05,XX,07,09,XX,12,XX,XX,18,XX,20,24,26,XX,47,XX,XX,55,68,74,XX,78,XX,XX,XX,82,85,02,XX,XX,08,XX,18,19,XX,35,36,XX,51,52,XX,XX,54,67,XX,73,77,80,XX,XX,81,XX,XX,86,0911
XX,09,13,XX,XX,XX,14,25,29,XX,32,44,47,49,50,XX,XX,XX,66,70,XX,XX,XX,78,XX,83,88,XX,01,03,XX,05,11,16,XX,XX,XX,XX,XX,XX,17,19,31,37,54,XX,63,65,67,81,XX,XX,XX,84,XX,XX,04,XX,14,15,XX,21,25,XX,26,XX,XX,27,36,43,XX,52,XX,63,64,XX,XX,80,86,XX,90,0912
08,09,10,16,XX,19,XX,XX,XX,32,XX,XX,34,39,44,XX,XX,49,52,57,XX,XX,72,73,74,XX,XX,XX,04,13,20,XX,XX,XX,22,24,XX,26,XX,XX,29,40,XX,41,53,XX,XX,56,62,67,78,XX,XX,84,01,18,XX,XX,XX,26,39,44,XX,XX,XX,46,XX,XX,55,63,64,66,XX,68,XX,73,XX,75,83,XX,86,0913
02,12,XX,XX,XX,XX,17,23,27,XX,XX,XX,31,44,XX,45,46,52,XX,56,65,71,72,XX,79,XX,XX,01,05,11,XX,XX,12,XX,XX,13,14,15,XX,16,22,28,XX,XX,XX,XX,XX,34,40,48,XX,XX,64,90,04,XX,06,08,10,XX,XX,XX,16,21,22,XX,29,XX,32,XX,35,XX,XX,XX,39,56,XX,79,XX,87,88,0914
